MARCA,SUB-CATEGORIA,CANAL ,SKU,CÓDIGO DE BARRAS,PRODUCTO,Ciudades,Unidades distribuidas , Tamaño ,2021 ENERO,2021 FEBRERO,2021 MARZO,2021 ABRIL,2021 MAYO,2021 JUNIO,2022 ENERO,2022 FEBRERO,2022 MARZO,2022 ABRIL,2022 MAYO,2022 JUNIO, Total 2021 , Total 2022 , Total general 
INFANTI,MAMILAS,Autoservicios,2429,7.50103E+12,MAMILA ANAT FR 4PK,Guadalajara,"16,541",0,29,17,29,17,24,70,12,24,41,17,65,17,185,175,360
INFANTI,MAMILAS,Autoservicios,2110,7.50103E+12,MAMILA BOLD FL 2 PK,Guadalajara,"16,542",0,2,16,4,4,7,5,9,1,0,3,10,1,38,24,62
INFANTI,MAMILAS,Autoservicios,2111,7.50103E+12,MAMILA BOLD FM 2 PK,Monterrey,"16,543",0,13,4,4,8,14,10,9,7,16,7,23,5,53,67,120
INFANTI,MAMILAS,Autoservicios,2112,7.50103E+12,MAMILA BOLD FR 2 PK,Ciudad de Mexico,"16,544",0,13,7,12,9,17,19,13,10,22,10,39,5,77,99,176
INFANTI,MAMILAS,Autoservicios,2113,7.50103E+12,MAMILA LIGHT FL 2PK,Ciudad de Mexico,"16,545",0,8,8,2,9,6,7,8,6,10,5,18,5,40,53,93
INFANTI,MAMILAS,Autoservicios,2114,7.50103E+12,MAMILA LIGHT FM 2PK,Ciudad de Mexico,"16,546",0,6,7,8,4,6,7,7,7,12,2,19,4,38,52,90
INFANTI,MAMILAS,Autoservicios,2115,7.50103E+12,MAMILA LIGHT FR 2PK,Monterrey,"16,547",0,0,0,0,185,692,0,0,0,0,0,350,0,877,350,"1,228"
INFANTI,MAMILAS,Autoservicios,2116,7.50103E+12,MAMILA CA FM 2 PACK,Monterrey,"16,548",0,0,0,0,"2,510",454,437,382,118,362,962,74,170,"3,401","2,069","5,470"
INFANTI,MAMILAS,Autoservicios,2117,7.50103E+12,MAMILA CA FR 2PK,Monterrey,"16,549",0,0,0,0,12,72,0,0,0,0,0,48,0,84,48,132
INFANTI,MAMILAS,Autoservicios,2432,7.50103E+12,MAMILA STD FM-ESCO,Guadalajara,"16,550",0,0,0,0,29,206,0,0,0,0,0,77,0,235,77,312
INFANTI,MAMILAS,Autoservicios,2426,7.50103E+12,MAMILA ANAT FL 4PK,Ciudad de Mexico,"16,551",0,0,0,0,149,809,0,0,0,0,0,338,0,958,338,"1,296"
INFANTI,MAMILAS,Autoservicios,2427,7.50103E+12,MAMILA STD FM 4PK,Ciudad de Mexico,"16,552",0,0,0,3,0,0,0,0,0,1,10,105,20,3,136,139
INFANTI,MAMILAS,Autoservicios,2431,7.50103E+12,MAMILA ANT FM-ESCO,Monterrey,"16,553",0,0,84,0,60,0,0,24,156,0,0,48,0,144,228,372
INFANTI,MAMILAS,Autoservicios,2429,7.50103E+12,MAMILA ANAT FR 4PK,Guadalajara,"16,554",0,48,182,10,0,29,0,19,614,0,0,19,0,269,653,922
INFANTI,MAMILAS,Autoservicios,2110,7.50103E+12,MAMILA BOLD FL 2 PK,Guadalajara,"16,555",0,13,0,14,0,19,0,11,0,0,6,0,6,47,23,70
INFANTI,MAMILAS,Autoservicios,2112,7.50103E+12,MAMILA BOLD FR 2 PK,Monterrey,"16,556",0,0,0,0,2,0,0,0,0,0,0,12,0,2,12,14
INFANTI,MAMILAS,Autoservicios,2113,7.50103E+12,MAMILA LIGHT FL 2PK,Ciudad de Mexico,"16,557",0,0,0,0,10,31,0,0,0,0,0,26,0,41,26,67
INFANTI,MAMILAS,Autoservicios,2116,7.50103E+12,MAMILA CA FM 2 PACK,Ciudad de Mexico,"16,558",0,0,0,0,5,36,0,0,0,0,0,24,0,41,24,65
INFANTI,MAMILAS,Autoservicios,2117,7.50103E+12,MAMILA CA FR 2PK,Ciudad de Mexico,"16,559",0,0,0,0,41,94,0,0,0,0,0,38,0,134,38,173
INFANTI,MAMILAS,Autoservicios,2432,7.50103E+12,MAMILA STD FM-ESCO,Monterrey,"16,560",0,0,0,0,0,0,0,0,0,0,2,39,12, -   ,53,53
INFANTI,MAMILAS,Autoservicios,2422,7.50103E+12,MAMILA ANAT FM 4PK,Monterrey,"16,561",0,0,0,0,72,307,0,0,0,0,0,127,0,379,127,506
INFANTI,MAMILAS,Autoservicios,2426,7.50103E+12,MAMILA ANAT FL 4PK,Monterrey,"16,562",0,0,0,0,5,38,0,5,7,0,2,24,10,43,48,91
INFANTI,MAMILAS,Autoservicios,2427,7.50103E+12,MAMILA STD FM 4PK,Guadalajara,"16,563",0,0,0,0,0,0,0,0,2,2,1,11,2, -   ,17,17
INFANTI,MAMILAS,Autoservicios,2431,7.50103E+12,MAMILA ANT FM-ESCO,Ciudad de Mexico,"16,564",0,0,0,0,12,65,0,0,0,0,0,31,0,77,31,108
INFANTI,MAMILAS,Autoservicios,2429,7.50103E+12,MAMILA ANAT FR 4PK,Ciudad de Mexico,"16,565",0,0,0,5,0,0,0,2,36,0,34,0,12,5,84,89
INFANTI,MAMILAS,Autoservicios,2111,7.50103E+12,MAMILA BOLD FM 2 PK,Monterrey,"16,566",0,0,0,11,1,0,0,10,0,0,0,10,3,12,23,35
INFANTI,MAMILAS,Autoservicios,2112,7.50103E+12,MAMILA BOLD FR 2 PK,Guadalajara,"16,567",0,0,0,5,2,10,10,10,10,10,10,10,11,28,62,90
INFANTI,MAMILAS,Autoservicios,2113,7.50103E+12,MAMILA LIGHT FL 2PK,Guadalajara,"16,568",0,17,14,0,17,13,8,7,5,39,4,8,16,68,78,146
INFANTI,MAMILAS,Autoservicios,2114,7.50103E+12,MAMILA LIGHT FM 2PK,Monterrey,"16,569",0,107,73,125,79,160,125,108,67,131,102,228,32,668,668,"1,337"
INFANTI,MAMILAS,Autoservicios,2115,7.50103E+12,MAMILA LIGHT FR 2PK,Ciudad de Mexico,"16,570",0,113,72,175,29,65,72,31,19,38,31,122,22,526,264,790
INFANTI,MAMILAS,Autoservicios,2116,7.50103E+12,MAMILA CA FM 2 PACK,Ciudad de Mexico,"16,571",0,22,24,24,12,22,46,29,19,29,34,84,26,149,221,370
INFANTI,MAMILAS,Autoservicios,2117,7.50103E+12,MAMILA CA FR 2PK,Ciudad de Mexico,"16,572",0,53,38,38,19,43,53,50,29,67,31,77,29,245,283,528
INFANTI,MAMILAS,Autoservicios,2432,7.50103E+12,MAMILA STD FM-ESCO,Monterrey,"16,573",0,120,77,96,84,158,178,91,53,130,62,271,24,713,631,"1,344"
INFANTI,MAMILAS,Autoservicios,2422,7.50103E+12,MAMILA ANAT FM 4PK,Monterrey,"16,574",0,0,0,10,0,0,0,0,7,10,22,83,22,10,143,152
INFANTI,MAMILAS,Autoservicios,2426,7.50103E+12,MAMILA ANAT FL 4PK,Monterrey,"16,575",0,178,132,312,146,394,286,247,175,271,209,598,65,"1,447","1,565","3,012"
INFANTI,MAMILAS,Autoservicios,2427,7.50103E+12,MAMILA STD FM 4PK,Guadalajara,"16,576",0,34,26,36,24,26,74,26,29,65,58,122,22,221,322,542
INFANTI,MAMILAS,Autoservicios,2431,7.50103E+12,MAMILA ANT FM-ESCO,Ciudad de Mexico,"16,577",0,24,10,19,10,19,53,26,5,2,12,17,0,134,62,197
INFANTI,MAMILAS,Autoservicios,2429,7.50103E+12,MAMILA ANAT FR 4PK,Ciudad de Mexico,"16,578",0,0,0,2,0,0,0,0,5,4,3,31,8,2,51,53
INFANTI,MAMILAS,Autoservicios,2110,7.50103E+12,MAMILA BOLD FL 2 PK,Monterrey,"16,579",0,46,36,24,19,70,84,60,29,62,91,137,46,278,425,703
INFANTI,MAMILAS,Autoservicios,2111,7.50103E+12,MAMILA BOLD FM 2 PK,Guadalajara,"16,580",0,29,17,29,17,24,70,12,24,41,17,65,17,185,175,360
INFANTI,MAMILAS,Autoservicios,2112,7.50103E+12,MAMILA BOLD FR 2 PK,Guadalajara,"16,581",0,2,16,4,4,7,5,9,1,0,3,10,1,38,24,62
INFANTI,MAMILAS,Autoservicios,2113,7.50103E+12,MAMILA LIGHT FL 2PK,Monterrey,"16,582",0,13,4,4,8,14,10,9,7,16,7,23,5,53,67,120
INFANTI,MAMILAS,Autoservicios,2114,7.50103E+12,MAMILA LIGHT FM 2PK,Ciudad de Mexico,"16,583",0,13,7,12,9,17,19,13,10,22,10,39,5,77,99,176
INFANTI,MAMILAS,Autoservicios,2115,7.50103E+12,MAMILA LIGHT FR 2PK,Ciudad de Mexico,"16,584",0,8,8,2,9,6,7,8,6,10,5,18,5,40,53,93
INFANTI,MAMILAS,Autoservicios,2116,7.50103E+12,MAMILA CA FM 2 PACK,Ciudad de Mexico,"16,585",0,6,7,8,4,6,7,7,7,12,2,19,4,38,52,90
INFANTI,MAMILAS,Autoservicios,2117,7.50103E+12,MAMILA CA FR 2PK,Monterrey,"16,586",0,0,0,0,185,692,0,0,0,0,0,350,0,877,350,"1,228"
INFANTI,MAMILAS,Autoservicios,2432,7.50103E+12,MAMILA STD FM-ESCO,Monterrey,"16,587",0,0,0,0,"2,510",454,437,382,118,362,962,74,170,"3,401","2,069","5,470"
INFANTI,MAMILAS,Autoservicios,2422,7.50103E+12,MAMILA ANAT FM 4PK,Monterrey,"16,588",0,0,0,0,12,72,0,0,0,0,0,48,0,84,48,132
INFANTI,MAMILAS,Autoservicios,2426,7.50103E+12,MAMILA ANAT FL 4PK,Guadalajara,"16,589",0,0,0,0,29,206,0,0,0,0,0,77,0,235,77,312
INFANTI,MAMILAS,Autoservicios,2427,7.50103E+12,MAMILA STD FM 4PK,Ciudad de Mexico,"16,590",0,0,0,0,149,809,0,0,0,0,0,338,0,958,338,"1,296"
INFANTI,MAMILAS,Autoservicios,2431,7.50103E+12,MAMILA ANT FM-ESCO,Ciudad de Mexico,"16,591",0,0,0,3,0,0,0,0,0,1,10,105,20,3,136,139
INFANTI,MAMILAS,Autoservicios,2429,7.50103E+12,MAMILA ANAT FR 4PK,Monterrey,"16,592",0,106,106,38,0,58,0,10,288,0,0,38,0,307,336,643
INFANTI,MAMILAS,Autoservicios,2110,7.50103E+12,MAMILA BOLD FL 2 PK,Guadalajara,"16,593",0,7,0,11,0,14,0,10,0,0,8,0,12,32,30,62
INFANTI,MAMILAS,Autoservicios,2113,7.50103E+12,MAMILA LIGHT FL 2PK,Guadalajara,"16,594",0,5,0,8,11,13,0,14,4,8,8,0,6,37,41,78
INFANTI,MAMILAS,Autoservicios,2115,7.50103E+12,MAMILA LIGHT FR 2PK,Monterrey,"16,595",0,0,0,0,4,0,0,0,0,0,0,11,0,4,11,14
INFANTI,MAMILAS,Autoservicios,2116,7.50103E+12,MAMILA CA FM 2 PACK,Ciudad de Mexico,"16,596",0,43,41,12,35,54,46,20,7,48,19,24,0,230,119,349
INFANTI,MAMILAS,Autoservicios,2117,7.50103E+12,MAMILA CA FR 2PK,Ciudad de Mexico,"16,597",0,52,73,34,40,0,144,25,7,8,37,25,0,342,103,445
INFANTI,MAMILAS,Autoservicios,2432,7.50103E+12,MAMILA STD FM-ESCO,Ciudad de Mexico,"16,598",0,0,0,0,108,792,0,0,0,0,0,204,0,900,204,"1,104"
INFANTI,MAMILAS,Autoservicios,2422,7.50103E+12,MAMILA ANAT FM 4PK,Monterrey,"16,599",0,0,10,0,0,0,19,58,0,0,38,0,0,29,96,125
INFANTI,MAMILAS,Autoservicios,2426,7.50103E+12,MAMILA ANAT FL 4PK,Monterrey,"16,600",0,0,0,0,19,0,0,0,0,0,0,58,0,19,58,77
INFANTI,MAMILAS,Autoservicios,2427,7.50103E+12,MAMILA STD FM 4PK,Monterrey,"16,601",0,0,0,0,77,288,0,0,29,0,0,96,0,365,125,490
INFANTI,MAMILAS,Autoservicios,2431,7.50103E+12,MAMILA ANT FM-ESCO,Guadalajara,"16,602",0,0,0,0,10,31,0,0,0,0,0,26,0,41,26,67
INFANTI,MAMILAS,Autoservicios,2429,7.50103E+12,MAMILA ANAT FR 4PK,Ciudad de Mexico,"16,603",0,0,0,0,5,36,0,0,0,0,0,24,0,41,24,65
INFANTI,MAMILAS,Autoservicios,2110,7.50103E+12,MAMILA BOLD FL 2 PK,Ciudad de Mexico,"16,604",0,0,0,0,41,94,0,0,0,0,0,38,0,134,38,173
INFANTI,MAMILAS,Autoservicios,2113,7.50103E+12,MAMILA LIGHT FL 2PK,Monterrey,"16,605",0,0,0,0,0,0,0,0,0,0,2,39,12, -   ,53,53
INFANTI,MAMILAS,Autoservicios,2115,7.50103E+12,MAMILA LIGHT FR 2PK,Guadalajara,"16,606",0,0,0,0,72,307,0,0,0,0,0,127,0,379,127,506
INFANTI,MAMILAS,Autoservicios,2116,7.50103E+12,MAMILA CA FM 2 PACK,Guadalajara,"16,607",0,0,0,0,5,38,0,5,7,0,2,24,10,43,48,91
INFANTI,MAMILAS,Autoservicios,2117,7.50103E+12,MAMILA CA FR 2PK,Monterrey,"16,608",0,0,0,0,0,0,0,0,2,2,1,11,2, -   ,17,17
INFANTI,MAMILAS,Autoservicios,2432,7.50103E+12,MAMILA STD FM-ESCO,Ciudad de Mexico,"16,609",0,0,0,0,12,65,0,0,0,0,0,31,0,77,31,108
INFANTI,MAMILAS,Autoservicios,2422,7.50103E+12,MAMILA ANAT FM 4PK,Ciudad de Mexico,"16,610",0,0,0,5,0,0,0,2,36,0,34,0,12,5,84,89
INFANTI,MAMILAS,Autoservicios,2426,7.50103E+12,MAMILA ANAT FL 4PK,Ciudad de Mexico,"16,611",0,0,0,11,1,0,0,10,0,0,0,10,3,12,23,35
INFANTI,MAMILAS,Autoservicios,2427,7.50103E+12,MAMILA STD FM 4PK,Monterrey,"16,612",0,0,0,5,2,10,10,10,10,10,10,10,11,28,62,90
INFANTI,MAMILAS,Autoservicios,2431,7.50103E+12,MAMILA ANT FM-ESCO,Monterrey,"16,613",0,17,14,0,17,13,8,7,5,39,4,8,16,68,78,146
INFANTI,MAMILAS,Autoservicios,2429,7.50103E+12,MAMILA ANAT FR 4PK,Monterrey,"16,614",0,107,73,125,79,160,125,108,67,131,102,228,32,668,668,"1,337"
INFANTI,MAMILAS,Autoservicios,2110,7.50103E+12,MAMILA BOLD FL 2 PK,Guadalajara,"16,615",0,113,72,175,29,65,72,31,19,38,31,122,22,526,264,790
INFANTI,MAMILAS,Autoservicios,2111,7.50103E+12,MAMILA BOLD FM 2 PK,Ciudad de Mexico,"16,616",0,22,24,24,12,22,46,29,19,29,34,84,26,149,221,370
INFANTI,MAMILAS,Autoservicios,2112,7.50103E+12,MAMILA BOLD FR 2 PK,Ciudad de Mexico,"16,617",0,53,38,38,19,43,53,50,29,67,31,77,29,245,283,528
INFANTI,MAMILAS,Autoservicios,2113,7.50103E+12,MAMILA LIGHT FL 2PK,Monterrey,"16,618",0,120,77,96,84,158,178,91,53,130,62,271,24,713,631,"1,344"
INFANTI,MAMILAS,Autoservicios,2114,7.50103E+12,MAMILA LIGHT FM 2PK,Guadalajara,"16,619",0,0,0,10,0,0,0,0,7,10,22,83,22,10,143,152
INFANTI,MAMILAS,Autoservicios,2115,7.50103E+12,MAMILA LIGHT FR 2PK,Guadalajara,"16,620",0,178,132,312,146,394,286,247,175,271,209,598,65,"1,447","1,565","3,012"
INFANTI,MAMILAS,Autoservicios,2116,7.50103E+12,MAMILA CA FM 2 PACK,Monterrey,"16,621",0,34,26,36,24,26,74,26,29,65,58,122,22,221,322,542
INFANTI,MAMILAS,Autoservicios,2117,7.50103E+12,MAMILA CA FR 2PK,Ciudad de Mexico,"16,622",0,24,10,19,10,19,53,26,5,2,12,17,0,134,62,197
INFANTI,MAMILAS,Autoservicios,2422,7.50103E+12,MAMILA ANAT FM 4PK,Ciudad de Mexico,"16,623",0,0,0,2,0,0,0,0,5,4,3,31,8,2,51,53
INFANTI,MAMILAS,Autoservicios,2426,7.50103E+12,MAMILA ANAT FL 4PK,Ciudad de Mexico,"16,624",0,46,36,24,19,70,84,60,29,62,91,137,46,278,425,703
INFANTI,MAMILAS,Autoservicios,2429,7.50103E+12,MAMILA ANAT FR 4PK,Monterrey,"16,625",0,29,17,29,17,24,70,12,24,41,17,65,17,185,175,360
INFANTI,MAMILAS,Autoservicios,2110,7.50103E+12,MAMILA BOLD FL 2 PK,Monterrey,"16,626",0,2,16,4,4,7,5,9,1,0,3,10,1,38,24,62
INFANTI,MAMILAS,Autoservicios,2111,7.50103E+12,MAMILA BOLD FM 2 PK,Monterrey,"16,627",0,13,4,4,8,14,10,9,7,16,7,23,5,53,67,120
INFANTI,MAMILAS,Autoservicios,2112,7.50103E+12,MAMILA BOLD FR 2 PK,Guadalajara,"16,628",0,13,7,12,9,17,19,13,10,22,10,39,5,77,99,176
INFANTI,MAMILAS,Autoservicios,2113,7.50103E+12,MAMILA LIGHT FL 2PK,Ciudad de Mexico,"16,629",0,8,8,2,9,6,7,8,6,10,5,18,5,40,53,93
INFANTI,MAMILAS,Autoservicios,2114,7.50103E+12,MAMILA LIGHT FM 2PK,Ciudad de Mexico,"16,630",0,6,7,8,4,6,7,7,7,12,2,19,4,38,52,90
INFANTI,MAMILAS,Autoservicios,2115,7.50103E+12,MAMILA LIGHT FR 2PK,Monterrey,"16,631",0,0,0,0,185,692,0,0,0,0,0,350,0,877,350,"1,228"
INFANTI,MAMILAS,Autoservicios,2116,7.50103E+12,MAMILA CA FM 2 PACK,Guadalajara,"16,632",0,0,0,0,"2,510",454,437,382,118,362,962,74,170,"3,401","2,069","5,470"
INFANTI,MAMILAS,Autoservicios,2117,7.50103E+12,MAMILA CA FR 2PK,Guadalajara,"16,633",0,0,0,0,12,72,0,0,0,0,0,48,0,84,48,132
INFANTI,MAMILAS,Autoservicios,2422,7.50103E+12,MAMILA ANAT FM 4PK,Monterrey,"16,634",0,0,0,0,29,206,0,0,0,0,0,77,0,235,77,312
INFANTI,MAMILAS,Autoservicios,2427,7.50103E+12,MAMILA STD FM 4PK,Ciudad de Mexico,"16,635",0,0,0,0,149,809,0,0,0,0,0,338,0,958,338,"1,296"
INFANTI,MAMILAS,Autoservicios,2112,7.50103E+12,MAMILA BOLD FR 2 PK,Ciudad de Mexico,"16,636",0,0,0,3,0,0,0,0,0,1,10,105,20,3,136,139
INFANTI,MAMILAS,Autoservicios,2432,7.50103E+12,MAMILA STD FM-ESCO,Ciudad de Mexico,"16,637",0,0,408,144,216,312,192,492,384,396,432,492,516,"1,272","2,712","3,984"
INFANTI,MAMILAS,Autoservicios,2114,7.50103E+12,MAMILA LIGHT FM 2PK,Monterrey,"16,638",0,50,13,41,23,31,40,30,11,38,23,40,34,198,175,373
INFANTI,MAMILAS,Autoservicios,2432,7.50103E+12,MAMILA STD FM-ESCO,Monterrey,"16,639",0,12,12,12,12,24,24,60,0,60,36,36,72,96,264,360
INFANTI,MAMILAS,Autoservicios,2114,7.50103E+12,MAMILA LIGHT FM 2PK,Monterrey,"16,640",0,5,2,4,2,4,1,1,2,1,5,4,4,18,17,35
INFANTI,MAMILAS,Autoservicios,2432,7.50103E+12,MAMILA STD FM-ESCO,Guadalajara,"16,641",0,60,84,108,120,156,300,420,84,372,180,528,576,828,"2,160","2,988"
INFANTI,MAMILAS,Autoservicios,2114,7.50103E+12,MAMILA LIGHT FM 2PK,Ciudad de Mexico,"16,642",0,37,34,19,26,28,13,13,10,17,10,8,13,157,71,228
INFANTI,MAMILAS,Autoservicios,2432,7.50103E+12,MAMILA STD FM-ESCO,Ciudad de Mexico,"16,643",0,0,0,0,0,624,228,132,228,528,144,588,408,852,"2,028","2,880"
INFANTI,MAMILAS,Autoservicios,2422,7.50103E+12,MAMILA ANAT FM 4PK,Monterrey,"16,644",0,0,0,0,0,58,38,10,38,38,29,38,29,96,182,278
INFANTI,MAMILAS,Autoservicios,2426,7.50103E+12,MAMILA ANAT FL 4PK,Guadalajara,"16,645",0,0,0,0,0,67,58,19,38,48,48,38,48,125,240,365
INFANTI,MAMILAS,Autoservicios,2431,7.50103E+12,MAMILA ANT FM-ESCO,Guadalajara,"16,646",0,0,0,0,0,72,48,36,60,36,72,48,72,120,324,444
INFANTI,MAMILAS,Autoservicios,2116,7.50103E+12,MAMILA CA FM 2 PACK,Monterrey,"16,647",0,0,0,0,0,124,0,82,43,95,52,95,44,124,410,534
INFANTI,MAMILAS,Autoservicios,2117,7.50103E+12,MAMILA CA FR 2PK,Ciudad de Mexico,"16,648",0,0,0,0,0,190,120,96,82,118,89,70,131,310,584,894
INFANTI,MAMILAS,Autoservicios,6570,7.50103E+12,MAMILA 4PK STD ESC,Ciudad de Mexico,"16,649",0,0,0,0,0,0,0,0,0,0,0,0,"1,344", -   ,"1,344","1,344"
INFANTI,MAMILAS,Autoservicios,2432,7.50103E+12,MAMILA STD FM-ESCO,Ciudad de Mexico,"16,650",0,180,240,324,312,432,360,96,120,264,192,540,372,"1,848","1,584","3,432"
INFANTI,MAMILAS,Autoservicios,2116,7.50103E+12,MAMILA CA FM 2 PACK,Monterrey,"16,651",0,120,146,227,187,290,247,32,128,230,97,222,203,"1,218",913,"2,131"
INFANTI,MAMILAS,Autoservicios,2117,7.50103E+12,MAMILA CA FR 2PK,Monterrey,"16,652",0,256,182,170,253,379,391,190,166,253,134,304,257,"1,632","1,303","2,935"
INFANTI,MAMILAS,Autoservicios,2432,7.50103E+12,MAMILA STD FM-ESCO,Monterrey,"16,653",0,276,336,660,636,432,840,192,132,"1,416",168,"1,272",504,"3,180","3,684","6,864"
INFANTI,MAMILAS,Autoservicios,2422,7.50103E+12,MAMILA ANAT FM 4PK,Guadalajara,"16,654",0,38,29,67,48,58,48,19,10,86,10,48,67,288,240,528
INFANTI,MAMILAS,Autoservicios,2426,7.50103E+12,MAMILA ANAT FL 4PK,Ciudad de Mexico,"16,655",0,86,77,77,77,86,154,77,19,134,48,106,86,557,470,"1,027"
INFANTI,MAMILAS,Autoservicios,2431,7.50103E+12,MAMILA ANT FM-ESCO,Ciudad de Mexico,"16,656",0,120,120,132,84,84,108,84,12,84,36,84,72,648,372,"1,020"
INFANTI,MAMILAS,Autoservicios,2116,7.50103E+12,MAMILA CA FM 2 PACK,Monterrey,"16,657",0,191,146,326,198,320,282,76,40,359,160,428,145,"1,464","1,207","2,671"
INFANTI,MAMILAS,Autoservicios,2117,7.50103E+12,MAMILA CA FR 2PK,Guadalajara,"16,658",0,512,359,203,300,551,584,320,74,475,156,607,154,"2,509","1,787","4,296"
INFANTI,MAMILAS,Autoservicios,6570,7.50103E+12,MAMILA 4PK STD ESC,Guadalajara,"16,659",0,0,0,0,0,0,0,0,0,0,0,0,"1,752", -   ,"1,752","1,752"
INFANTI,MAMILAS,Autoservicios,2432,7.50103E+12,MAMILA STD FM-ESCO,Monterrey,"16,660",0,0,0,60,348,0,48,432,180,0,72,108,336,456,"1,128","1,584"
INFANTI,MAMILAS,Autoservicios,2422,7.50103E+12,MAMILA ANAT FM 4PK,Ciudad de Mexico,"16,661",0,0,0,10,19,0,0,19,38,0,19,10,19,29,106,134
INFANTI,MAMILAS,Autoservicios,2426,7.50103E+12,MAMILA ANAT FL 4PK,Ciudad de Mexico,"16,662",0,0,10,19,48,0,10,0,38,0,19,19,19,86,96,182
INFANTI,MAMILAS,Autoservicios,2431,7.50103E+12,MAMILA ANT FM-ESCO,Ciudad de Mexico,"16,663",0,0,0,12,36,0,12,36,48,0,12,36,72,60,204,264
INFANTI,MAMILAS,Autoservicios,2116,7.50103E+12,MAMILA CA FM 2 PACK,Monterrey,"16,664",0,0,18,35,61,0,8,62,115,0,31,72,17,122,298,420
INFANTI,MAMILAS,Autoservicios,2117,7.50103E+12,MAMILA CA FR 2PK,Monterrey,"16,665",0,0,26,2,20,0,0,91,148,0,78,89,6,49,412,461
INFANTI,MAMILAS,Autoservicios,6570,7.50103E+12,MAMILA 4PK STD ESC,Monterrey,"16,666",0,0,0,0,0,0,0,0,0,0,0,0,960, -   ,960,960
INFANTI,MAMILAS,Autoservicios,2432,7.50103E+12,MAMILA STD FM-ESCO,Guadalajara,"16,667",0,-12,264,168,0,0,0,0,0,60,0,0,0,420,60,480
INFANTI,MAMILAS,Autoservicios,2429,7.50103E+12,MAMILA ANAT FR 4PK,Ciudad de Mexico,"16,668",0,0,58,19,0,0,0,0,0,19,0,0,0,77,19,96
INFANTI,MAMILAS,Autoservicios,2113,7.50103E+12,MAMILA LIGHT FL 2PK,Ciudad de Mexico,"16,669",0,0,19,7,0,0,0,0,0,12,0,0,0,26,12,38
INFANTI,MAMILAS,Autoservicios,2117,7.50103E+12,MAMILA CA FR 2PK,Monterrey,"16,670",0,0,325,95,0,0,0,0,0,19,0,0,0,420,19,439
INFANTI,MAMILAS,Autoservicios,2432,7.50103E+12,MAMILA STD FM-ESCO,Guadalajara,"16,671",0,480,492,744,960,696,828,396,228,"1,212",672,"1,176","1,176","4,200","4,860","9,060"
INFANTI,MAMILAS,Autoservicios,2422,7.50103E+12,MAMILA ANAT FM 4PK,Guadalajara,"16,672",0,48,29,48,38,38,48,29,19,38,19,38,29,250,173,422
INFANTI,MAMILAS,Autoservicios,2426,7.50103E+12,MAMILA ANAT FL 4PK,Monterrey,"16,673",0,115,106,96,106,106,134,67,48,106,58,67,67,662,413,"1,075"
INFANTI,MAMILAS,Autoservicios,2431,7.50103E+12,MAMILA ANT FM-ESCO,Ciudad de Mexico,"16,674",0,72,84,96,108,96,72,48,36,60,48,48,60,528,300,828
INFANTI,MAMILAS,Autoservicios,2429,7.50103E+12,MAMILA ANAT FR 4PK,Ciudad de Mexico,"16,675",0,154,125,173,154,125,134,38,48,125,58,96,134,864,499,"1,363"
INFANTI,MAMILAS,Autoservicios,2114,7.50103E+12,MAMILA LIGHT FM 2PK,Ciudad de Mexico,"16,676",0,23,28,31,35,25,32,22,17,40,17,34,31,174,160,334
INFANTI,MAMILAS,Autoservicios,2115,7.50103E+12,MAMILA LIGHT FR 2PK,Monterrey,"16,677",0,34,18,41,43,32,38,30,26,50,22,31,34,206,193,400
INFANTI,MAMILAS,Autoservicios,2116,7.50103E+12,MAMILA CA FM 2 PACK,Monterrey,"16,678",0,257,180,305,370,418,450,113,266,408,193,449,272,"1,979","1,702","3,680"
INFANTI,MAMILAS,Autoservicios,2117,7.50103E+12,MAMILA CA FR 2PK,Monterrey,"16,679",0,614,430,302,647,642,679,299,428,482,314,502,377,"3,314","2,402","5,717"
INFANTI,MAMILAS,Autoservicios,6570,7.50103E+12,MAMILA 4PK STD ESC,Guadalajara,"16,680",0,0,0,0,10,31,0,0,0,0,0,26,0,41,26,67
INFANTI,MAMILAS,Autoservicios,2432,7.50103E+12,MAMILA STD FM-ESCO,Ciudad de Mexico,"16,681",0,0,0,0,5,36,0,0,0,0,0,24,0,41,24,65
INFANTI,MAMILAS,Autoservicios,2422,7.50103E+12,MAMILA ANAT FM 4PK,Ciudad de Mexico,"16,682",0,0,0,0,41,94,0,0,0,0,0,38,0,134,38,173
INFANTI,MAMILAS,Autoservicios,2426,7.50103E+12,MAMILA ANAT FL 4PK,Monterrey,"16,683",0,0,0,0,0,0,0,0,0,0,2,39,12, -   ,53,53
INFANTI,MAMILAS,Autoservicios,2431,7.50103E+12,MAMILA ANT FM-ESCO,Guadalajara,"16,684",0,0,0,0,72,307,0,0,0,0,0,127,0,379,127,506
INFANTI,MAMILAS,Autoservicios,2429,7.50103E+12,MAMILA ANAT FR 4PK,Guadalajara,"16,685",0,0,0,0,5,38,0,5,7,0,2,24,10,43,48,91
INFANTI,MAMILAS,Autoservicios,2114,7.50103E+12,MAMILA LIGHT FM 2PK,Monterrey,"16,686",0,0,0,0,0,0,0,0,2,2,1,11,2, -   ,17,17
INFANTI,MAMILAS,Autoservicios,2115,7.50103E+12,MAMILA LIGHT FR 2PK,Ciudad de Mexico,"16,687",0,0,0,0,12,65,0,0,0,0,0,31,0,77,31,108
